Account,date,sentiment_bucket,trades,daily_pnl_usd,avg_trade_size_usd,total_notional_usd,realized_trades,wins,losses,buy_notional_usd,sell_notional_usd,avg_leverage_proxy,p90_leverage_proxy,total_fees_usd,win_rate,long_short_ratio,net_long_bias,cum_pnl_usd,running_peak_usd,drawdown_usd
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-05,Neutral,210,44400.9058,26585.06338095238,5582863.31,78,78,0,1952084.6900000002,3630778.62,1.0024500554378226,1.0150283945606102,700.101577,1.0,0.537649053910095,-0.3006869122145854,381849.525747,381849.525747,0.0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-09,Neutral,141,30897.0887,10161.056241134751,1432708.93,132,132,0,1118022.7000000002,314686.23,0.9985579262428127,0.9998783635109729,0.0,1.0,3.5528173571496926,0.5607115675617375,412746.61444699997,412746.61444699997,0.0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-10,Fear,48,55086.0,32032.5,1537560.0,16,16,0,768299.9899999999,769260.01,1.000222202970624,1.0218704135004124,0.0,1.0,0.9987520214394089,-0.0006243788860272994,467832.61444699997,467832.61444699997,0.0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-11,Neutral,6,0.0,134600.00166666668,807600.01,0,0,0,0.0,807600.01,1.0357879115144448,1.0766574399141482,0.0,,0.0,-0.9999999999999987,467832.61444699997,467832.61444699997,0.0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-24,Neutral,59,10152.12224,27178.041694915253,1603504.46,31,31,0,800123.8700000001,803380.5900000001,1.0001048777384556,1.0056157170226077,561.226533,1.0,0.9959462301671989,-0.002031001522752216,477984.736687,477984.736687,0.0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-25,Fear,219,115445.395538,13233.776894977169,2898197.14,93,93,0,1814276.41,1083920.73,0.999181457808931,1.0039088757478662,555.888761,1.0,1.6738091262448684,0.2520034506693357,593430.132225,593430.132225,0.0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-28,Fear,55,115287.0,24958.908545454546,1372739.97,1,1,0,685200.0,687539.9700000001,1.0006651146324004,1.0159574610712994,137.273975,1.0,0.9965966051399163,-0.0017045981403164697,708717.132225,708717.132225,0.0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-01,Fear,45,9482.221441,2985.797555555556,134360.89,36,36,0,67103.3,67257.59,1.0000010396593775,1.0011430955498302,6.71802,1.0,0.9977059838153584,-0.0011483252306530006,718199.353666,718199.353666,0.0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-03,Fear,641,533974.662903,8371.136099843994,5365898.24,540,540,0,4352597.8,1013300.44,1.1205605733391335,1.0054079233474276,268.294625,1.0,4.295466209409718,0.6223184284612895,1252174.016569,1252174.016569,0.0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-24,Neutral,5,40200.0,79640.0,398200.0,4,4,0,198600.0,199600.0,1.0127911443964206,1.1845729318956462,39.819998,1.0,0.9949899799599199,-0.002511300853842284,1292374.016569,1292374.016569,0.0
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-04-12,Fear,31,307855.80341,21491.640322580646,666240.85,31,31,0,666240.8499999999,-0.0,0.9180947006759321,0.9999729533796649,66.62407,1.0,,0.9999999999999984,1600229.819979,1600229.819979,0.0
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-11-30,Greed,55,11715.94323,2469.9509090909087,135847.3,46,46,0,43680.92,92166.37999999999,1.9453932089144028,1.0472339307493688,34.68082399,1.0,0.4739355066348489,-0.3569114733969659,11715.94323,11715.94323,0.0
