sentiment_bucket,mean_trades_per_account_day,median_trades_per_account_day,mean_trade_size_usd,median_trade_size_usd,mean_total_notional_usd,mean_leverage_proxy,median_leverage_proxy,median_long_short_ratio,mean_long_short_ratio_capped,mean_net_long_bias,share_net_long_days
Fear,105.3632911392405,31.0,8529.859802485056,1853.676932748538,756720.3180126583,3.78696302445039,1.4302284553851046,0.9098723902383413,1.0675601505612444,0.04062700708360672,0.4506329113924051
Greed,76.91226575809199,28.0,5954.63263265916,2004.6936333333333,351829.35203577514,4.64496821872981,2.1465166396932953,0.9244643191222055,0.930521480949465,-0.04195989916366966,0.4028960817717206
