metric,fear_minus_greed,ci_low_95,ci_high_95
median_daily_pnl_usd,-144.56810255550002,-243.94192635,-50.56098788750001
mean_win_rate,-0.014145988723772873,-0.04512429662689684,0.016850268822841817
p10_drawdown_usd,-8835.171252669083,-23945.48371241494,3041.1974627949685
mean_trades_per_account_day,28.524046294179804,9.466469497336808,48.19515305242273
mean_trade_size_usd,2592.6294862303293,648.9110469995161,5434.178362420875
mean_leverage_proxy,-0.8633004148064248,-1.5080419659521764,-0.18970483433515525
mean_net_long_bias,0.08297213936391212,0.018361753718854346,0.14494474315761677
