train_rows,test_rows,split_date,test_auc,test_accuracy,test_precision,test_recall,test_f1,train_positive_rate,test_positive_rate
1136,1172,2025-01-25,0.6316770486262012,0.5767918088737202,0.7459165154264973,0.5358539765319427,0.6236722306525038,0.6073943661971831,0.6544368600682594
